source,author,title,description,publishedAt,content,processed_content,category
"{'id': 'la-nacion', 'name': 'La Nacion'}",Tania Hernández Torres,Hallan nueva evidencia que confirmaría la presencia extraterrestre en Roswell: ¿qué encontraron?,"Un fragmento de un raro metal podría demostrar que los extraterrestres estrellaron su nave en forma de plato volador en el desierto de Nuevo México, en 1947",2024-06-25T15:09:21Z,"El desierto de Chihuahua, ubicado en México y Estados Unidos, es considerado como el más grande de Norteamérica y el segundo con mayor diversidad a nivel mundial.
Este lugar es conocido por su ampli… [+2847 chars]",desierto chihuahua ubicado méxico unidos considerado grande norteamérica segundo mayor diversidad nivel mundial lugar conocido chars,Deportes
"{'id': None, 'name': 'Marketingdirecto.com'}",Redacción,"Nace ILUNION TextilCare, una nueva identidad para la gestión integral y sostenible del textil","Con 44 plantas industriales y más de 6.300 profesionales, ILUNION TextilCare sigue expandiendo su presencia en España, Portugal y Colombia. Su objetivo es rediseñar el sector de la gestión textil y ofrecer a sus socios estratégicos las mejores decisiones para…",2024-06-25T14:47:16Z,"Con 44 plantas industriales y más de 6.300 profesionales, ILUNION TextilCare sigue expandiendo su presencia en España, Portugal y Colombia. Su objetivo es rediseñar el sector de la gestión textil y o… [+2483 chars]",44 plantas industriales profesionales ilunion textilcare sigue expandiendo presencia españa portugal colombia objetivo rediseñar sector gestión textil chars,Deportes
"{'id': None, 'name': 'Www.df.cl'}",Renato Olmos,Kunzapp aterriza en Ecuador con Kushki y lanza solución para optimizar gasto en la nube,"La startup desarrolló una plataforma para gestionar todos los software contratados por una empresas y hacer más eficiente su uso y gasto. El segundo semestre, la firma explorará ingresar al mundo transaccional.",2024-06-25T14:33:00Z,"A un nuevo mercado acaba de llegar la startup chilena Kunzapp, que desarrolló una plataforma tecnológica para gestionar los software contratados por empresas, con el arribo a Ecuador con Kushki empre… [+2412 chars]",nuevo mercado acaba llegar startup chilena kunzapp desarrolló plataforma tecnológica gestionar software contratados empresas arribo ecuador kushki chars,Tecnología
"{'id': None, 'name': 'Puromarketing.com'}",Redacción,SAMY Alliance adquiere la agencia de Social Media & Performance MDS y formalizan la creación del SAMY Innovation Global Hub,"PuroMarketing - SAMY Alliance, agencia global de marketing con ADN social-first especializada en servicios integrales de comunicación, marketing digital y social media, marca un nuevo hito en su décimo aniversario con la adquisición del portfolio de Social Me…",2024-06-25T10:00:00Z,"SAMY Alliance, agencia global de marketing con ADN social-first especializada en servicios integrales de comunicación, marketing digital y social
 media, marca un nuevo hito en su décimo aniversario… [+3422 chars]",samy alliance agencia global marketing adn especializada servicios integrales comunicación marketing digital social media marca nuevo hito décimo chars,Tecnología
"{'id': 'la-nacion', 'name': 'La Nacion'}",Alberto Cantore,"Copa América: la resistencia de Costa Rica bloqueó a Brasil, una selección con escasa magia","Los Ticos, dirigidos por el argentino Gustavo Alfaro, igualaron 0 a 0 con el Scratch por el Grupo D",2024-06-25T04:07:37Z,"La historia la terminó por escribir Costa Rica. Los Ticos resistieron y neutralizaron a Brasil, y festejaron el empate 0 a 0 en el debut de las dos selecciones en el Grupo D de la Copa América. Un re… [+5342 chars]",historia terminó escribir costa rica ticos resistieron neutralizaron brasil festejaron empate 0 0 debut dos selecciones grupo d copa américa chars,Deportes
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,Claro lanza Internet 5G para el hogar en Colombia,"Claro Colombia anunció el lanzamiento de su oferta de Internet 5G para el hogar, siendo el primer operador en el país en brindar este servicio. La nueva solución está disponible inicialmente en El Poblado y Envigado, en Medellín.
<!-- BREAK 1 -->
Este servici…",2024-06-24T23:14:43Z,"Claro Colombia anunció el lanzamiento de su oferta de Internet 5G para el hogar, siendo el primer operador en el país en brindar este servicio. La nueva solución está disponible inicialmente en El Po… [+1792 chars]",claro colombia anunció lanzamiento oferta internet 5g hogar siendo primer operador país brindar servicio nueva solución disponible inicialmente chars,Tecnología
"{'id': None, 'name': 'Enter.co'}",Alejandra Betancourt,Startup colombiana logró reducir tiempos de aprobación en créditos hipotecarios de días a minutos,"... de créditos. Ahora Koggi, una startup 100% colombiana, parecer haber encontrado una solución para los créditos hipotecarios en el país.",2024-06-24T21:00:45Z,"Según datos de la Cámara Colombiana de la Construcción (Camacol), el sector inmobiliario en Colombia ha presentado una caída del 44,9% en la venta de viviendas VIS y no VIS. Este efecto dominó ha imp… [+2584 chars]",según datos cámara colombiana construcción camacol sector inmobiliario colombia presentado caída venta viviendas vis vis efecto dominó chars,Economía
"{'id': None, 'name': 'El Financiero'}",Redacción,Entre Líneas 06/24/2024,El acontecer político y financiero de Nuevo León está aquí.,2024-06-24T14:49:11Z,"En plena ebullición del Nearshoring, y antes del paso de la tormenta Alberto, la semana pasada en un viaje relámpago a la ciudad fronteriza de Roma, Texas en ENTRE LÍNEAS tuvimos la oportunidad de co… [+8286 chars]",plena ebullición nearshoring paso tormenta alberto semana pasada viaje relámpago ciudad fronteriza roma texas líneas oportunidad chars,Deportes
"{'id': None, 'name': 'Www.df.cl'}",Martín Baeza,La ruta de McDonald’s en Chile: “La digitalización de nuestro negocio es lo que nos va a generar más crecimiento”,"Director general en Chile de Arcos Dorados, operadora de la cadena, afirmó que continuará el plan de expansión llegando a 110 locales en 2024, y abrirá más puntos en los próximos años.",2024-06-24T08:00:00Z,"En marzo, McDonalds tuvo un hito a nivel local y abrió su restaurante número 100 en Chile, en Copiapó, Región de Atacama.
Carlos González, director general en Chile de Arcos Dorados, la operadora de… [+5061 chars]",marzo mcdonalds hito nivel local abrió restaurante número 100 chile copiapó región atacama carlos gonzález director general chile arcos dorados operadora chars,Economía
"{'id': None, 'name': 'Www.df.cl'}",Renato Olmos,Emasa pone en el congelador su área de Venture Vapital corporativa,"Tras bajos resultados el segundo semestre de 2023, la empresa de venta de partes y piezas automotrices se reestructuró y cerró indefinidamente Emasa Ventures y su fondo de inversión en startups.",2024-06-24T08:00:00Z,"En 2021, Emasa -empresa chilena con presencia en Perú y Colombia de venta de autopartes- se propuso una meta ambiciosa: a comienzos de la próxima década el 30% de sus ingresos debían provenir de líne… [+4693 chars]",2021 emasa chilena presencia perú colombia venta propuso meta ambiciosa comienzos próxima década 30 ingresos debían provenir chars,Economía
"{'id': None, 'name': 'Elespanol.com'}",Brais Cedeira,La 'casa del horror' del cártel de los Balcanes: liquidaban a sus víctimas con una picadora de carne,"""Lo que ha aparecido en los teléfonos es para echarse las manos a la cabeza"", señalan fuentes de la investigación de la Guardia Civil.",2024-06-24T00:59:49Z,Los mensajes y las conversaciones intervenidas por la Unidad Central Operativa (UCO) de la Guardia Civil en la gran operación de los últimos años contra el supercártel de los Balcanes revela la viole… [+4052 chars],mensajes conversaciones intervenidas unidad central operativa uco guardia civil gran operación últimos años supercártel balcanes revela chars,Deportes
"{'id': 'cnn', 'name': 'CNN'}",urielblanco,¿Por qué el monte Rainier es el volcán estadounidense que quita el sueño a los científicos?,"Más que los burbujeantes campos de lava de Hawai o el extenso supervolcán de Yellowstone, es el monte Rainier el que preocupa a muchos vulcanólogos estadounidenses.
The post ¿Por qué el monte Rainier es el volcán estadounidense que quita el sueño a los cientí…",2024-06-23T15:54:39Z,"Volcán Kilauea entra en erupción en Hawai 0:30
(CNN) -- El pico nevado del monte Rainier, que se eleva 4,3 kilómetros sobre el nivel del mar en el estado de Washington, no ha producido ninguna erupc… [+10361 chars]",volcán kilauea entra erupción hawai cnn pico nevado monte rainier eleva kilómetros nivel mar washington producido ninguna chars,Economía
"{'id': None, 'name': 'BeInCrypto'}",Eduardo Venegas,"Resumen América Latina: Helium crece en México, Worldcoin llega a Ecuador y más","El completo Resumen Cripto de Latam de BeInCrypto destaca las noticias y tendencias más importantes de América Latina. El resumen de esta semana presenta historias sobre la expansión de Helium en México, la llegada de Worldcoin a Ecuador y más.
El post Resume…",2024-06-23T15:48:00Z,"El completo resumen criptográfico de Latam de BeInCrypto trae las noticias y tendencias más importantes de América Latina. Con reporteros en Brasil, México, Argentina y más, cubrimos las últimas actu… [+10589 chars]",completo resumen criptográfico latam beincrypto trae noticias tendencias importantes américa latina reporteros brasil méxico argentina cubrimos últimas chars,Deportes
"{'id': None, 'name': 'Eleconomista.es'}",Cristian Reche,"Samy Alliance, del fondo Aurica, se expande y compra parte del negocio de la colombiana MDS","La española Samy Alliance, agencia global especializada en servicios integrales de comunicación y conocida por haber nacido con el foco en el marketing de influencers, ha adquirido el portfolio de Social Media & Performance de MDS, con sede en Bogotá, Colombi…",2024-06-23T14:35:51Z,"La española Samy Alliance, agencia global especializada en servicios integrales de comunicación y conocida por haber nacido con el foco en el marketing de influencers, ha adquirido el portfolio de So… [+4361 chars]",española samy alliance agencia global especializada servicios integrales comunicación conocida haber nacido foco marketing influencers adquirido portfolio chars,Deportes
